Name,Sex,NOC,Year,Sport,Event,Medal,GDP,Population
TAYLOR-BROWN Georgia,F,GBR,2020,Triathlon,Mixed Relay,Gold,2.71E+12,67886011
YEE Alex,M,GBR,2020,Triathlon,Mixed Relay,Gold,2.71E+12,67886011
BROWNLEE Jonathan,M,GBR,2020,Triathlon,Mixed Relay,Gold,2.71E+12,67886011
LEARMONTH Jessica,F,GBR,2020,Triathlon,Mixed Relay,Gold,2.71E+12,67886011
LYU Xiaojun,M,CHN,2020,Weightlifting,Men's 81kg,Gold,1.47E+13,1411780000
ELBAKH Fares Ibrahim E H,M,QAT,2020,Weightlifting,Men's 96kg,Gold,1.46E+11,2881053
DOLGOPYAT Artem,M,ISR,2020,Artistic Gymnastics,Men's Floor Exercise,Gold,4.02E+11,8655535
WHITLOCK Max,M,GBR,2020,Artistic Gymnastics,Men's Pommel Horse,Gold,2.71E+12,67886011
DERWAEL Nina,F,BEL,2020,Artistic Gymnastics,Women's Uneven Bars,Gold,4.51E+11,11492641
ANDRADE Rebeca,F,BRA,2020,Artistic Gymnastics,Women's Vault,Gold,1.36E+12,212559417
JACOBS Lamont Marcell,M,ITA,2020,Athletics,Men's 100m,Gold,1.89E+12,60461826
BARSHIM Mutaz Essa,M,QAT,2020,Athletics,Men's High Jump,Gold,1.46E+11,2881053
TAMBERI Gianmarco,M,ITA,2020,Athletics,Men's High Jump,Gold,1.89E+12,60461826
GONG Lijiao,F,CHN,2020,Athletics,Women's Shot Put,Gold,1.47E+13,1411780000
ROJAS Yulimar,F,VEN,2020,Athletics,Women's Triple Jump,Gold,4.25E+10,28435940
CHEN Yu Fei,F,CHN,2020,Badminton,Women's Singles,Gold,1.47E+13,1411780000
MARTIN Logan,M,AUS,2020,Cycling BMX Freestyle,Men's Park,Gold,1.36E+14,25694393
WORTHINGTON Charlotte,F,GBR,2020,Cycling BMX Freestyle,Women's Park,Gold,2.71E+12,67886011
SHI Tingmao,F,CHN,2020,Diving,Women's 3m Springboard,Gold,1.47E+13,1411780000
le PECHOUX Erwann,M,FRA,2020,Fencing,Men's Foil Team,Gold,2.60E+12,65273511
LEFORT Enzo,M,FRA,2020,Fencing,Men's Foil Team,Gold,2.60E+12,65273511
MERTINE Julien,M,FRA,2020,Fencing,Men's Foil Team,Gold,2.60E+12,65273511
PAUTY Maxime,M,FRA,2020,Fencing,Men's Foil Team,Gold,2.60E+12,65273511
SCHAUFFELE Xander,M,USA,2020,Golf,Men's Individual Stroke Play,Gold,2.09E+13,331449281
WEARN Matt,M,AUS,2020,Sailing,Men's One Person Dinghy - Laser,Gold,1.36E+14,25694393
RINDOM Anne-Marie,F,DEN,2020,Sailing,Women's One Person Dinghy - Laser Radial,Gold,3.55E+11,5792202
FINKE Robert,M,USA,2020,Swimming,Men's 1500m Freestyle,Gold,2.09E+13,331449281
ARMSTRONG Joseph,M,USA,2020,Swimming,Men's 4 x 100m Medley Relay,Gold,2.09E+13,331449281
WILSON Andrew,M,USA,2020,Swimming,Men's 4 x 100m Medley Relay,Gold,2.09E+13,331449281
DRESSEL Caeleb,M,USA,2020,Swimming,Men's 4 x 100m Medley Relay,Gold,2.09E+13,331449281
APPLE Zach,M,USA,2020,Swimming,Men's 4 x 100m Medley Relay,Gold,2.09E+13,331449281
SHIELDS Tom,M,USA,2020,Swimming,Men's 4 x 100m Medley Relay,Gold,2.09E+13,331449281
PIERONI Blake,M,USA,2020,Swimming,Men's 4 x 100m Medley Relay,Gold,2.09E+13,331449281
ANDREW Michael,M,USA,2020,Swimming,Men's 4 x 100m Medley Relay,Gold,2.09E+13,331449281
MURPHY Ryan,M,USA,2020,Swimming,Men's 4 x 100m Medley Relay,Gold,2.09E+13,331449281
DRESSEL Caeleb,M,USA,2020,Swimming,Men's 50m Freestyle,Gold,2.09E+13,331449281
O'CALLAGHAN Mollie,F,AUS,2020,Swimming,Women's 4 x 100m Medley Relay,Gold,1.36E+14,25694393
THROSSELL Brianna,F,AUS,2020,Swimming,Women's 4 x 100m Medley Relay,Gold,1.36E+14,25694393
SEEBOHM Emily,F,AUS,2020,Swimming,Women's 4 x 100m Medley Relay,Gold,1.36E+14,25694393
HODGES Chelsea,F,AUS,2020,Swimming,Women's 4 x 100m Medley Relay,Gold,1.36E+14,25694393
McKEON Emma,F,AUS,2020,Swimming,Women's 4 x 100m Medley Relay,Gold,1.36E+14,25694393
CAMPBELL Cate,F,AUS,2020,Swimming,Women's 4 x 100m Medley Relay,Gold,1.36E+14,25694393
McKEOWN Kaylee,F,AUS,2020,Swimming,Women's 4 x 100m Medley Relay,Gold,1.36E+14,25694393
McKEON Emma,F,AUS,2020,Swimming,Women's 50m Freestyle,Gold,1.36E+14,25694393
ZVEREV Alexander,M,GER,2020,Tennis,Men's Singles,Gold,3.80E+12,83783942
RUBLEV Andrey,M,ROC,2020,Tennis,Mixed Doubles,Gold,1.47E+12,145934462
PAVLYUCHENKOVA Anastasia,F,ROC,2020,Tennis,Mixed Doubles,Gold,1.47E+12,145934462
KREJCIKOVA Barbora,F,CZE,2020,Tennis,Women's Doubles,Gold,2.44E+11,10701777
SINIAKOVA Katerina,F,CZE,2020,Tennis,Women's Doubles,Gold,2.44E+11,10701777
DAJOMES BARRERA Neisi Patricia,F,ECU,2020,Weightlifting,Women's 76kg,Gold,9.88E+10,17643054
LIU Yang,M,CHN,2020,Artistic Gymnastics,Men's Rings,Gold,1.47E+13,1411780000
SHIN Jeahwan,M,KOR,2020,Artistic Gymnastics,Men's Vault,Gold,1.63E+12,51269185
CAREY Jade,F,USA,2020,Artistic Gymnastics,Women's Floor Exercise,Gold,2.09E+13,331449281
EL BAKKALI Soufiane,M,MAR,2020,Athletics,Men's 3000m Steeplechase,Gold,1.13E+11,36910560
TENTOGLOU Miltiadis,M,GRE,2020,Athletics,Men's Long Jump,Gold,1.89E+11,10423054
CAMACHO-QUINN Jasmine,F,PUR,2020,Athletics,Women's 100m Hurdles,Gold,9.59E+10,3285874
HASSAN Sifan,F,NED,2020,Athletics,Women's 5000m,Gold,9.095E+11,17134872
ALLMAN Valarie,F,USA,2020,Athletics,Women's Discus Throw,Gold,2.09E+13,331449281
AXELSEN Viktor,M,DEN,2020,Badminton,Men's Singles,Gold,3.55E+11,5792202
Greysia POLII,F,INA,2020,Badminton,Women's Doubles,Gold,1.15E+12,273523615
RAHAYU Apriyani,F,INA,2020,Badminton,Women's Doubles,Gold,1.15E+12,273523615
ZHONG Tianshi,F,CHN,2020,Cycling Track,Women's Team Sprint,Gold,1.47E+13,1411780000
BAO Shanju,F,CHN,2020,Cycling Track,Women's Team Sprint,Gold,1.47E+13,1411780000
KRAJEWSKI Julia,F,GER,2020,Equestrian,Eventing Individual,Gold,3.80E+12,83783942
McEWEN Tom,M,GBR,2020,Equestrian,Eventing Team,Gold,2.71E+12,67886011
TOWNEND Oliver,M,GBR,2020,Equestrian,Eventing Team,Gold,2.71E+12,67886011
COLLETT Laura,F,GBR,2020,Equestrian,Eventing Team,Gold,2.71E+12,67886011
QUIQUAMPOIX Jean,M,FRA,2020,Shooting,25m Rapid Fire Pistol Men,Gold,2.60E+12,65273511
ZHANG Changhong,M,CHN,2020,Shooting,50m Rifle 3 Positions Men,Gold,1.47E+13,1411780000
LI Wenwen,F,CHN,2020,Weightlifting,Women's +87kg,Gold,1.47E+13,1411780000
WANG Zhouyu,F,CHN,2020,Weightlifting,Women's 87kg,Gold,1.47E+13,1411780000
LOPEZ NUNEZ Mijain,M,CUB,2020,Wrestling,Men's Greco-Roman 130kg,Gold,1.00E+11,11326616
ORTA SANCHEZ Luis Alberto,M,CUB,2020,Wrestling,Men's Greco-Roman 60kg,Gold,1.00E+11,11326616
ROTTER FOCKEN Aline,F,GER,2020,Wrestling,Women's Freestyle 76kg,Gold,3.80E+12,83783942
HASHIMOTO Daiki,M,JPN,2020,Artistic Gymnastics,Men's Horizontal Bar,Gold,5.05E+12,1.26E+08
ZOU Jingyuan,M,CHN,2020,Artistic Gymnastics,Men's Parallel Bars,Gold,1.47E+13,1411780000
GUAN Chenchen,F,CHN,2020,Artistic Gymnastics,Women's Balance Beam,Gold,1.47E+13,1411780000
WARHOLM Karsten,M,NOR,2020,Athletics,Men's 400m Hurdles,Gold,3.62E+11,5421241
DUPLANTIS Armand,M,SWE,2020,Athletics,Men's Pole Vault,Gold,5.38E+11,10099265
THOMPSON-HERAH Elaine,F,JAM,2020,Athletics,Women's 200m,Gold,1.38E+10,2961167
MU Athing,F,USA,2020,Athletics,Women's 800m,Gold,2.09E+13,331449281
WLODARCZYK Anita,F,POL,2020,Athletics,Women's Hammer Throw,Gold,5.94E+11,37846611
MIHAMBO Malaika,F,GER,2020,Athletics,Women's Long Jump,Gold,3.80E+12,83783942
IGLESIAS Roniel,M,CUB,2020,Boxing,Men's Welter (63-69kg),Gold,1.00E+11,11326616
IRIE Sena,F,JPN,2020,Boxing,Women's Feather (54-57kg),Gold,5.05E+12,1.26E+08
JORGE ENRIQUEZ Fernando Dayan,M,CUB,2020,Canoe Sprint,Men's Canoe Double 1000m,Gold,1.00E+11,11326616
TORRES MADRIGAL Serguey,M,CUB,2020,Canoe Sprint,Men's Canoe Double 1000m,Gold,1.00E+11,11326616
KOPASZ Balint,M,HUN,2020,Canoe Sprint,Men's Kayak Single 1000m,Gold,1.55E+11,9660351
CARRINGTON Lisa,F,NZL,2020,Canoe Sprint,Women's Kayak Double 500m,Gold,2.12E+11,4822233
REGAL Caitlin,F,NZL,2020,Canoe Sprint,Women's Kayak Double 500m,Gold,2.12E+11,4822233
CARRINGTON Lisa,F,NZL,2020,Canoe Sprint,Women's Kayak Single 200m,Gold,2.12E+11,4822233
van den BERG Roy,M,NED,2020,Cycling Track,Men's Team Sprint,Gold,9.095E+11,17134872
HOOGLAND Jeffrey,M,NED,2020,Cycling Track,Men's Team Sprint,Gold,9.095E+11,17134872
BUCHLI Matthijs,M,NED,2020,Cycling Track,Men's Team Sprint,Gold,9.095E+11,17134872
LAVREYSEN Harrie,M,NED,2020,Cycling Track,Men's Team Sprint,Gold,9.095E+11,17134872
BRENNAUER Lisa,F,GER,2020,Cycling Track,Women's Team Pursuit,Gold,3.80E+12,83783942
BRAUSSE Franziska,F,GER,2020,Cycling Track,Women's Team Pursuit,Gold,3.80E+12,83783942
KROEGER Mieke,F,GER,2020,Cycling Track,Women's Team Pursuit,Gold,3.80E+12,83783942
KLEIN Lisa,F,GER,2020,Cycling Track,Women's Team Pursuit,Gold,3.80E+12,83783942
XIE Siyi,M,CHN,2020,Diving,Men's 3m Springboard,Gold,1.47E+13,1411780000
SCOTT Giles,M,GBR,2020,Sailing,Men's One Person Dinghy (Heavyweight) - Finn,Gold,2.71E+12,67886011
BITHELL Stuart,M,GBR,2020,Sailing,Men's Skiff - 49er,Gold,2.71E+12,67886011
FLETCHER Dylan,M,GBR,2020,Sailing,Men's Skiff - 49er,Gold,2.71E+12,67886011
BANTI Caterina,F,ITA,2020,Sailing,Mixed Multihull - Nacra 17 Foiling,Gold,1.89E+12,60461826
TITA Ruggero,M,ITA,2020,Sailing,Mixed Multihull - Nacra 17 Foiling,Gold,1.89E+12,60461826
KUNZE Kahena,F,BRA,2020,Sailing,Women's Skiff - 49er FX,Gold,1.36E+12,212559417
GRAEL Martine,F,BRA,2020,Sailing,Women's Skiff - 49er FX,Gold,1.36E+12,212559417
DJURAEV Akbar,M,UZB,2020,Weightlifting,Men's 109kg,Gold,5.77E+10,33469203
LORINCZ Tamas,M,HUN,2020,Wrestling,Men's Greco-Roman 77kg,Gold,1.55E+11,9660351
EVLOEV Musa,M,ROC,2020,Wrestling,Men's Greco-Roman 97kg,Gold,1.47E+12,145934462
MENSAH STOCK Tamyra Mariama,F,USA,2020,Wrestling,Women's Freestyle 68kg,Gold,2.09E+13,331449281
KOLESNICHENKO Svetlana,F,ROC,2020,Artistic Swimming,Duet,Gold,1.47E+12,145934462
ROMASHINA Svetlana,F,ROC,2020,Artistic Swimming,Duet,Gold,1.47E+12,145934462
de GRASSE Andre,M,CAN,2020,Athletics,Men's 200m,Gold,1.64E+12,37742154
KORIR Emmanuel Kipkurui,M,KEN,2020,Athletics,Men's 800m,Gold,9.88E+10,53771296
WARNER Damian,M,CAN,2020,Athletics,Men's Decathlon,Gold,1.64E+12,37742154
NOWICKI Wojciech,M,POL,2020,Athletics,Men's Hammer Throw,Gold,5.94E+11,37846611
CHEMUTAI Peruth,F,UGA,2020,Athletics,Women's 3000m Steeplechase,Gold,3.76E+10,45741007
McLAUGHLIN Sydney,F,USA,2020,Athletics,Women's 400m Hurdles,Gold,2.09E+13,331449281
THIAM Nafissatou,F,BEL,2020,Athletics,Women's Heptathlon,Gold,4.51E+11,11492641
LOPEZ Arlen,M,CUB,2020,Boxing,Men's Light Heavy (75-81kg),Gold,1.00E+11,11326616
CONSONNI Simone,M,ITA,2020,Cycling Track,Men's Team Pursuit,Gold,1.89E+12,60461826
GANNA Filippo,M,ITA,2020,Cycling Track,Men's Team Pursuit,Gold,1.89E+12,60461826
MILAN Jonathan,M,ITA,2020,Cycling Track,Men's Team Pursuit,Gold,1.89E+12,60461826
LAMON Francesco,M,ITA,2020,Cycling Track,Men's Team Pursuit,Gold,1.89E+12,60461826
MAHER Ben,M,GBR,2020,Equestrian,Jumping Individual,Gold,2.71E+12,67886011
CUNHA Ana Marcela,F,BRA,2020,Marathon Swimming,Women's 10km,Gold,1.36E+12,212559417
RYAN Will,M,AUS,2020,Sailing,Men's Two Person Dinghy - 470,Gold,1.36E+14,25694393
BELCHER Mathew,M,AUS,2020,Sailing,Men's Two Person Dinghy - 470,Gold,1.36E+14,25694393
McINTYRE Eilidh,F,GBR,2020,Sailing,Women's Two Person Dinghy - 470,Gold,2.71E+12,67886011
MILLS Hannah,F,GBR,2020,Sailing,Women's Two Person Dinghy - 470,Gold,2.71E+12,67886011
YOSOZUMI Sakura,F,JPN,2020,Skateboarding,Women's Park,Gold,5.05E+12,1.26E+08
TALAKHADZE Lasha,M,GEO,2020,Weightlifting,Men's +109kg,Gold,1.59E+10,3989167
GERAEI Mohammadreza,M,IRI,2020,Wrestling,Men's Greco-Roman 67kg,Gold,6.28E+11,83992949
BELENIUK Zhan,M,UKR,2020,Wrestling,Men's Greco-Roman 87kg,Gold,1.52E+11,43733762
KAWAI Yukako,F,JPN,2020,Wrestling,Women's Freestyle 62kg,Gold,5.05E+12,1.26E+08
PARCHMENT Hansle,M,JAM,2020,Athletics,Men's 110m Hurdles,Gold,1.38E+10,2961167
STANO Massimo,M,ITA,2020,Athletics,Men's 20km Race Walk,Gold,1.89E+12,60461826
GARDINER Steven,M,BAH,2020,Athletics,Men's 400m,Gold,3.53E+11,164689383
CROUSER Ryan,M,USA,2020,Athletics,Men's Shot Put,Gold,2.09E+13,331449281
PICHARDO Pedro,M,POR,2020,Athletics,Men's Triple Jump,Gold,2.31E+11,10196709
NAGEOTTE Katie,F,USA,2020,Athletics,Women's Pole Vault,Gold,2.09E+13,331449281
BATYRGAZIEV Albert,M,ROC,2020,Boxing,Men's Feather (52-57kg),Gold,1.47E+12,145934462
van der WESTHUYZEN Jean,M,AUS,2020,Canoe Sprint,Men's Kayak Double 1000m,Gold,1.36E+14,25694393
GREEN Thomas,M,AUS,2020,Canoe Sprint,Men's Kayak Double 1000m,Gold,1.36E+14,25694393
TOTKA Sandor,M,HUN,2020,Canoe Sprint,Men's Kayak Single 200m,Gold,1.55E+11,9660351
HARRISON Nevin,F,USA,2020,Canoe Sprint,Women's Canoe Single 200m,Gold,2.09E+13,331449281
CARRINGTON Lisa,F,NZL,2020,Canoe Sprint,Women's Kayak Single 500m,Gold,2.12E+11,4822233
WALLS Matthew,M,GBR,2020,Cycling Track,Men's Omnium,Gold,2.71E+12,67886011
BRASPENNINCX Shanne,F,NED,2020,Cycling Track,Women's Keirin,Gold,9.095E+11,17134872
QUAN Hongchan,F,CHN,2020,Diving,Women's 10m Platform,Gold,1.47E+13,1411780000
BOCCARD Gauthier,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
de KERPEL Nicolas,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
de SLOOVER Arthur Anne-Marie Thierr,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
HENDRICKX Alexander Robby P,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
LUYPAERT Loick Fanny A,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
van AUBEL Florent,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
VANASCH Vincent,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
BOON Tom Alain,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
BRIELS Thomas,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
CHARLIER Cedric Daniel Andre,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
DENAYER Felix Veronique B.,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
DOCKIER Sebastien,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
GOUGNARD Simon Pierre F,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
KINA Antoine Sylvain T,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
MEURMANS Augustin Jean J,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
WEGNEZ Victor Nicky B,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
van DOREN Arthur,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
DOHMEN John-John Dominique M,M,BEL,2020,Hockey,Men,Gold,4.51E+11,11492641
da COSTA Steven,M,FRA,2020,Karate,Men's Kumite -67kg,Gold,2.60E+12,65273511
SANCHEZ JAIME Sandra,F,ESP,2020,Karate,Women's Kata,Gold,1.28E+12,46754778
GORANOVA Ivet,F,BUL,2020,Karate,Women's Kumite -55kg,Gold,6.91E+10,6948445
WELLBROCK Florian,M,GER,2020,Marathon Swimming,Men's 10km,Gold,3.80E+12,83783942
PALMER Keegan,M,AUS,2020,Skateboarding,Men's Park,Gold,1.36E+14,25694393
GINES LOPEZ Alberto,M,ESP,2020,Sport Climbing,Men's Combined,Gold,1.28E+12,46754778
CHEN Meng,F,CHN,2020,Table Tennis,Women's Team,Gold,1.47E+13,1411780000
SUN Yingsha,F,CHN,2020,Table Tennis,Women's Team,Gold,1.47E+13,1411780000
WANG Manyu,F,CHN,2020,Table Tennis,Women's Team,Gold,1.47E+13,1411780000
UGUEV Zavur,M,ROC,2020,Wrestling,Men's Freestyle 57kg,Gold,1.47E+12,145934462
TAYLOR III David Morris,M,USA,2020,Wrestling,Men's Freestyle 86kg,Gold,2.09E+13,331449281
KAWAI Risako,F,JPN,2020,Wrestling,Women's Freestyle 57kg,Gold,5.05E+12,1.26E+08
JACOBS Lamont Marcell,M,ITA,2020,Athletics,Men's 4 x 100m Relay,Gold,1.89E+12,60461826
TORTU Filippo,M,ITA,2020,Athletics,Men's 4 x 100m Relay,Gold,1.89E+12,60461826
DESALU Eseosa Fostine,M,ITA,2020,Athletics,Men's 4 x 100m Relay,Gold,1.89E+12,60461826
PATTA Lorenzo,M,ITA,2020,Athletics,Men's 4 x 100m Relay,Gold,1.89E+12,60461826
CHEPTEGEI Joshua,M,UGA,2020,Athletics,Men's 5000m,Gold,3.76E+10,45741007
TOMALA Dawid,M,POL,2020,Athletics,Men's 50km Race Walk,Gold,5.94E+11,37846611
KIPYEGON Faith,F,KEN,2020,Athletics,Women's 1500m,Gold,9.88E+10,53771296
PALMISANO Antonella,F,ITA,2020,Athletics,Women's 20km Race Walk,Gold,1.89E+12,60461826
MORRISON Natasha,F,JAM,2020,Athletics,Women's 4 x 100m Relay,Gold,1.38E+10,2961167
BURCHELL Remona,F,JAM,2020,Athletics,Women's 4 x 100m Relay,Gold,1.38E+10,2961167
THOMPSON-HERAH Elaine,F,JAM,2020,Athletics,Women's 4 x 100m Relay,Gold,1.38E+10,2961167
WILLIAMS Briana,F,JAM,2020,Athletics,Women's 4 x 100m Relay,Gold,1.38E+10,2961167
JACKSON Shericka,F,JAM,2020,Athletics,Women's 4 x 100m Relay,Gold,1.38E+10,2961167
FRASER-PRYCE Shelly-Ann,F,JAM,2020,Athletics,Women's 4 x 100m Relay,Gold,1.38E+10,2961167
MILLER-UIBO Shaunae,F,BAH,2020,Athletics,Women's 400m,Gold,3.53E+11,164689383
LIU Shiying,F,CHN,2020,Athletics,Women's Javelin Throw,Gold,1.47E+13,1411780000
KLINEMAN Alix,F,USA,2020,Beach Volleyball,Women,Gold,2.09E+13,331449281
ROSS April,F,USA,2020,Beach Volleyball,Women,Gold,2.09E+13,331449281
la CRUZ Julio,M,CUB,2020,Boxing,Men's Heavy (81-91kg),Gold,1.00E+11,11326616
LAVREYSEN Harrie,M,NED,2020,Cycling Track,Men's Sprint,Gold,9.095E+11,17134872
ARCHIBALD Katie,F,GBR,2020,Cycling Track,Women's Madison,Gold,2.71E+12,67886011
KENNY Laura,F,GBR,2020,Cycling Track,Women's Madison,Gold,2.71E+12,67886011
BECKIE Janine,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
BUCHANAN Kadeisha,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
CARLE Gabrielle,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
CHAPMAN Allysha,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
FLEMING Jessie,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
GILLES Vanessa,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
GROSSO Julia,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
HUITEMA Jordyn,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
LABBE Stephanie,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
LAWRENCE Ashley,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
LEON Adriana,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
McLEOD Erin,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
PRINCE Nichelle,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
QUINN,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
RIVIERE Jayde,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
ROSE Deanne,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
SCHMIDT Sophie,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
SCOTT Desiree,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
SHERIDAN Kailen,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
SINCLAIR Christine,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
VIENS Evelyne,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
ZADORSKY Shelina,F,CAN,2020,Football,Women,Gold,1.64E+12,37742154
MATLA Frederique,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
NUNNINK Laura Maria,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
PHENINCKX Malou,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
SANDERS Pien,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
STAM Lauren Lara Jeanette,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
van GEFFEN Margot,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
van MAASAKKER Caia Jacqueline,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
VERSCHOOR Maria,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
WELTEN Lidewij Marsia Maria,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
ALBERS Felice,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
de GOEDE Eva Roma Maria,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
de WAARD Xan Gerdien,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
KEETELS Marloes Johanna Maria,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
KONING Josine,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
KOOLEN Sanne Anne Leonie,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
LEURINK Laurien,F,NED,2020,Hockey,Women,Gold,9.095E+11,17134872
KIYUNA Ryo,M,JPN,2020,Karate,Men's Kata,Gold,5.05E+12,1.26E+08
BUSA Luigi,M,ITA,2020,Karate,Men's Kumite -75kg,Gold,1.89E+12,60461826
PREKOVIC Jovana,F,SRB,2020,Karate,Women's Kumite -61kg,Gold,5.30E+10,8737371
FRENCH Kate,F,GBR,2020,Modern Pentathlon,Women's Individual,Gold,2.71E+12,67886011
GARNBRET Janja,F,SLO,2020,Sport Climbing,Women's Combined,Gold,5.29E+10,2097195
MA Long,M,CHN,2020,Table Tennis,Men's Team,Gold,1.47E+13,1411780000
XU Xin,M,CHN,2020,Table Tennis,Men's Team,Gold,1.47E+13,1411780000
FAN Zhendong,M,CHN,2020,Table Tennis,Men's Team,Gold,1.47E+13,1411780000
STEVESON Gable Dan,M,USA,2020,Wrestling,Men's Freestyle 125kg,Gold,2.09E+13,331449281
SIDAKOV Zaurbek,M,ROC,2020,Wrestling,Men's Freestyle 74kg,Gold,1.47E+12,145934462
MUKAIDA Mayu,F,JPN,2020,Wrestling,Women's Freestyle 53kg,Gold,5.05E+12,1.26E+08
ROMASHINA Svetlana,F,ROC,2020,Artistic Swimming,Team,Gold,1.47E+12,145934462
KOLESNICHENKO Svetlana,F,ROC,2020,Artistic Swimming,Team,Gold,1.47E+12,145934462
PATSKEVICH Aleksandra,F,ROC,2020,Artistic Swimming,Team,Gold,1.47E+12,145934462
SHISHKINA Alla,F,ROC,2020,Artistic Swimming,Team,Gold,1.47E+12,145934462
CHIGIREVA Vlada,F,ROC,2020,Artistic Swimming,Team,Gold,1.47E+12,145934462
GOLIADKINA Marina,F,ROC,2020,Artistic Swimming,Team,Gold,1.47E+12,145934462
KOMAR Polina,F,ROC,2020,Artistic Swimming,Team,Gold,1.47E+12,145934462
SHUROCHKINA Maria,F,ROC,2020,Artistic Swimming,Team,Gold,1.47E+12,145934462
INGEBRIGTSEN Jakob,M,NOR,2020,Athletics,Men's 1500m,Gold,3.62E+11,5421241
ROSS Randolph,M,USA,2020,Athletics,Men's 4 x 400m Relay,Gold,2.09E+13,331449281
BENJAMIN Rai,M,USA,2020,Athletics,Men's 4 x 400m Relay,Gold,2.09E+13,331449281
STEWART Trevor,M,USA,2020,Athletics,Men's 4 x 400m Relay,Gold,2.09E+13,331449281
NORWOOD Vernon,M,USA,2020,Athletics,Men's 4 x 400m Relay,Gold,2.09E+13,331449281
DEADMON Bryce,M,USA,2020,Athletics,Men's 4 x 400m Relay,Gold,2.09E+13,331449281
CHERRY Michael,M,USA,2020,Athletics,Men's 4 x 400m Relay,Gold,2.09E+13,331449281
NORMAN Michael,M,USA,2020,Athletics,Men's 4 x 400m Relay,Gold,2.09E+13,331449281
CHOPRA Neeraj,M,IND,2020,Athletics,Men's Javelin Throw,Gold,1.68E+12,1.23E+09
HASSAN Sifan,F,NED,2020,Athletics,"Women's 10,000m",Gold,9.095E+11,17134872
WHITNEY Kaylin,F,USA,2020,Athletics,Women's 4 x 400m Relay,Gold,2.09E+13,331449281
ELLIS Kendall,F,USA,2020,Athletics,Women's 4 x 400m Relay,Gold,2.09E+13,331449281
MUHAMMAD Dalilah,F,USA,2020,Athletics,Women's 4 x 400m Relay,Gold,2.09E+13,331449281
McLAUGHLIN Sydney,F,USA,2020,Athletics,Women's 4 x 400m Relay,Gold,2.09E+13,331449281
IRBY Lynna,F,USA,2020,Athletics,Women's 4 x 400m Relay,Gold,2.09E+13,331449281
JONATHAS Wadeline,F,USA,2020,Athletics,Women's 4 x 400m Relay,Gold,2.09E+13,331449281
