Name,Sex,NOC,Year,Sport,Event,Medal
"Charles Meldrum ""Charlie"" Daniels",M,USA,1904,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,Gold
"Joseph Francis ""Joe"" Dempsey",M,USA,1904,Rowing,Rowing Men's Coxed Eights,Gold
Joseph-tienne Desmarteau (Birtz-),M,CAN,1904,Athletics,Athletics Men's 56-pound Weight Throw,Gold
Manuel Dionisio Daz Martnez,M,CUB,1904,Fencing,"Fencing Men's Foil, Team",Gold
Manuel Dionisio Daz Martnez,M,CUB,1904,Fencing,"Fencing Men's Sabre, Individual",Gold
"William Eugene ""Billy"" Dickey",M,USA,1904,Swimming,Swimming Men's Plunge For Distance,Gold
George John Dietz,M,USA,1904,Rowing,Rowing Men's Coxless Fours,Gold
Burton Cecil Downing,M,USA,1904,Cycling,Cycling Men's 2 mile,Gold
Burton Cecil Downing,M,USA,1904,Cycling,Cycling Men's 25 mile,Gold
George Ducker,M,CAN,1904,Football,Football Men's Football,Gold
Charles Edward Dvorak,M,USA,1904,Athletics,Athletics Men's Pole Vault,Gold
"Kenneth Paine ""Ken"" Edwards",M,USA,1904,Golf,Golf Men's Team,Gold
Henry Chandler Egan,M,USA,1904,Golf,Golf Men's Team,Gold
Walter Eugene Egan,M,USA,1904,Golf,Golf Men's Team,Gold
Max Philip Emmerich,M,USA,1904,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",Gold
"Karl Fredrik ""Charles"" Ericksen",M,NOR,1904,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
"August Casimir ""Gus"" Erker",M,USA,1904,Rowing,Rowing Men's Coxless Fours,Gold
"Raymond Clarence ""Ray"" Ewry",M,USA,1904,Athletics,Athletics Men's Standing High Jump,Gold
"Raymond Clarence ""Ray"" Ewry",M,USA,1904,Athletics,Athletics Men's Standing Long Jump,Gold
"Raymond Clarence ""Ray"" Ewry",M,USA,1904,Athletics,Athletics Men's Standing Triple Jump,Gold
"John Onins Exley, Jr.",M,USA,1904,Rowing,Rowing Men's Coxed Eights,Gold
George Louis Eyser,M,USA,1904,Gymnastics,Gymnastics Men's Horse Vault,Gold
George Louis Eyser,M,USA,1904,Gymnastics,Gymnastics Men's Parallel Bars,Gold
George Louis Eyser,M,USA,1904,Gymnastics,Gymnastics Men's Rope Climbing,Gold
Robert E. Farnan,M,USA,1904,Rowing,Rowing Men's Coxless Pairs,Gold
George V. Finnegan,M,USA,1904,Boxing,Boxing Men's Flyweight,Gold
John Joseph Flanagan,M,USA,1904,Athletics,Athletics Men's Hammer Throw,Gold
"Patrick ""Pat"" Flanagan",M,USA,1904,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
"James Showers ""Jim"" Flanigan",M,USA,1904,Rowing,Rowing Men's Coxed Eights,Gold
"John ""Jack"" Flett",M,CAN,1904,Lacrosse,Lacrosse Men's Lacrosse,Gold
Ramn Fonst Segundo,M,CUB,1904,Fencing,"Fencing Men's Foil, Individual",Gold
Ramn Fonst Segundo,M,CUB,1904,Fencing,"Fencing Men's Foil, Team",Gold
Ramn Fonst Segundo,M,CUB,1904,Fencing,"Fencing Men's epee, Individual",Gold
"John Alexander ""Jack"" Fraser",M,CAN,1904,Football,Football Men's Football,Gold
Herman Theobald Glass,M,USA,1904,Gymnastics,Gymnastics Men's Rings,Gold
"Michael Daniel ""Mike"" Gleason",M,USA,1904,Rowing,Rowing Men's Coxed Eights,Gold
"Leo Joseph ""Budd"" Goodwin",M,USA,1904,Water Polo,Water Polo Men's Water Polo,Gold
"Leo Joseph ""Budd"" Goodwin",M,USA,1904,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,Gold
John Bell Gourlay,M,CAN,1904,Football,Football Men's Football,Gold
Frank Bartholomew Greer,M,USA,1904,Rowing,Rowing Men's Single Sculls,Gold
John William Grieb,M,USA,1904,Gymnastics,Gymnastics Men's Team All-Around,Gold
"Charles Archibald ""Archie"" Hahn",M,USA,1904,Athletics,Athletics Men's 60 metres,Gold
"Charles Archibald ""Archie"" Hahn",M,USA,1904,Athletics,Athletics Men's 100 metres,Gold
"Charles Archibald ""Archie"" Hahn",M,USA,1904,Athletics,Athletics Men's 200 metres,Gold
"Alexander Noble ""Sandy"" Hall",M,CAN,1904,Football,Football Men's Football,Gold
"Louis de Breda ""Lou"" Handley",M,USA,1904,Water Polo,Water Polo Men's Water Polo,Gold
"Louis de Breda ""Lou"" Handley",M,USA,1904,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,Gold
Bernhoff (Bernhof-) Otelius Hansen,M,NOR,1904,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
Anton Heida,M,USA,1904,Gymnastics,"Gymnastics Men's Individual All-Around, 4 Events",Gold
Anton Heida,M,USA,1904,Gymnastics,Gymnastics Men's Team All-Around,Gold
Anton Heida,M,USA,1904,Gymnastics,Gymnastics Men's Horse Vault,Gold
Anton Heida,M,USA,1904,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
Anton Heida,M,USA,1904,Gymnastics,Gymnastics Men's Side Horse,Gold
"Albert Percy ""Red"" Henderson",M,CAN,1904,Football,Football Men's Football,Gold
"Edward August ""Ed"" Hennig",M,USA,1904,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
"Edward August ""Ed"" Hennig",M,USA,1904,Gymnastics,Gymnastics Men's Club Swinging,Gold
Max Hess,M,USA,1904,Gymnastics,Gymnastics Men's Team All-Around,Gold
David A. Hesser,M,USA,1904,Water Polo,Water Polo Men's Water Polo,Gold
"Thomas John ""Tom"" Hicks",M,USA,1904,Athletics,Athletics Men's Marathon,Gold
"Harry Livingston Hillman, Jr.",M,USA,1904,Athletics,Athletics Men's 400 metres,Gold
"Harry Livingston Hillman, Jr.",M,USA,1904,Athletics,Athletics Men's 200 metres Hurdles,Gold
"Harry Livingston Hillman, Jr.",M,USA,1904,Athletics,Athletics Men's 400 metres Hurdles,Gold
"Matilda ""Lida"" Howell (Scott-)",F,USA,1904,Archery,Archery Women's Double Columbia Round,Gold
"Matilda ""Lida"" Howell (Scott-)",F,USA,1904,Archery,Archery Women's Double National Round,Gold
"Matilda ""Lida"" Howell (Scott-)",F,USA,1904,Archery,Archery Women's Team Round,Gold
"Robert Edward ""Bob"" Hunter",M,USA,1904,Golf,Golf Men's Team,Gold
Marcus Latimer Hurley,M,USA,1904,Cycling,Cycling Men's 1/4 mile,Gold
Marcus Latimer Hurley,M,USA,1904,Cycling,Cycling Men's 1/3 mile,Gold
Marcus Latimer Hurley,M,USA,1904,Cycling,Cycling Men's 1/2 mile,Gold
Marcus Latimer Hurley,M,USA,1904,Cycling,Cycling Men's 1 mile,Gold
Charles Jacobus,M,USA,1904,Roque,Roque Men's Singles,Gold
Benjamin Jamieson,M,CAN,1904,Lacrosse,Lacrosse Men's Lacrosse,Gold
"Sidney B. ""Sid"" Johnson",M,USA,1904,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Albert Johnston,M,CAN,1904,Football,Football Men's Football,Gold
"Samuel Symington ""Sam"" Jones",M,USA,1904,Athletics,Athletics Men's High Jump,Gold
Periklis Kakousis,M,GRE,1904,Weightlifting,"Weightlifting Men's Unlimited, Two Hands",Gold
Philip (Philipp-) Kassel,M,USA,1904,Gymnastics,Gymnastics Men's Team All-Around,Gold
"Thomas Francis ""Tom"" Kiely",M,GBR,1904,Athletics,Athletics Men's All-Around Championship,Gold
Oliver Leonard Kirk,M,USA,1904,Boxing,Boxing Men's Bantamweight,Gold
Oliver Leonard Kirk,M,USA,1904,Boxing,Boxing Men's Featherweight,Gold
Stuart Ralston Laidlaw,M,CAN,1904,Lacrosse,Lacrosse Men's Lacrosse,Gold
"Robert George ""Bobby"" Lane",M,CAN,1904,Football,Football Men's Football,Gold
Julius Lenhart,M,AUT,1904,Gymnastics,Gymnastics Men's Individual All-Around,Gold
Julius Lenhart,M,AUT,1904,Gymnastics,Gymnastics Men's Team All-Around,Gold
Edgar Welch Leonard,M,USA,1904,Tennis,Tennis Men's Doubles,Gold
"James Davies ""Jim"" Lightbody",M,USA,1904,Athletics,Athletics Men's 800 metres,Gold
"James Davies ""Jim"" Lightbody",M,USA,1904,Athletics,"Athletics Men's 1,500 metres",Gold
"James Davies ""Jim"" Lightbody",M,USA,1904,Athletics,"Athletics Men's 2,590 metres Steeplechase",Gold
Albert Ernest Linton,M,CAN,1904,Football,Football Men's Football,Gold
Harry Hunter Lott,M,USA,1904,Rowing,Rowing Men's Coxed Eights,Gold
Hilliard Lyle,M,CAN,1904,Lacrosse,Lacrosse Men's Lacrosse,Gold
George Seymour Lyon,M,CAN,1904,Golf,Golf Men's Individual,Gold
Conrad Emanuel Magnusson (Magnusen-),M,USA,1904,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Louis William Maxson,M,USA,1904,Archery,Archery Men's Team Round,Gold
Charles Mayer,M,USA,1904,Boxing,Boxing Men's Middleweight,Gold
Gordon McDonald,M,CAN,1904,Football,Football Men's Football,Gold
George Nicholas Mehnert,M,USA,1904,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold
"Nathaniel Ford Moore, III",M,USA,1904,Golf,Golf Men's Team,Gold
John Joseph Francis Mulcahy,M,USA,1904,Rowing,Rowing Men's Double Sculls,Gold
David Curtiss Munson,M,USA,1904,Athletics,"Athletics Men's 4 mile, Team",Gold
"Albert F. ""Al"" Nasse",M,USA,1904,Rowing,Rowing Men's Coxless Fours,Gold
Arthur Lewis Newton,M,USA,1904,Athletics,"Athletics Men's 4 mile, Team",Gold
"Isidor Gadar ""Jack"" Niflot",M,USA,1904,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
Oscar G. Olson,M,USA,1904,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Oscar Paul Osthoff,M,USA,1904,Weightlifting,Weightlifting Men's All-Around Dumbbell Contest,Gold
Lawrence Henry Pentland,M,CAN,1904,Lacrosse,Lacrosse Men's Lacrosse,Gold
Mason Elliott Phelps,M,USA,1904,Golf,Golf Men's Team,Gold
Paul Henry Pilgrim,M,USA,1904,Athletics,"Athletics Men's 4 mile, Team",Gold
"Lida Peyton ""Eliza"" Pollock (McMillen-)",F,USA,1904,Archery,Archery Women's Team Round,Gold
Meyer Prinstein,M,USA,1904,Athletics,Athletics Men's Long Jump,Gold
Meyer Prinstein,M,USA,1904,Athletics,Athletics Men's Triple Jump,Gold
Emil A. Rausch,M,GER,1904,Swimming,Swimming Men's 880 yard Freestyle,Gold
Emil A. Rausch,M,GER,1904,Swimming,Swimming Men's One Mile Freestyle,Gold
Ernst Heinrich Dietrich Reckeweg,M,USA,1904,Gymnastics,Gymnastics Men's Team All-Around,Gold
Otto Frederick Roehm,M,USA,1904,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold
Ralph Waldo Rose,M,USA,1904,Athletics,Athletics Men's Shot Put,Gold
"Joseph Aloysius ""Joe"" Ruddy, Sr.",M,USA,1904,Water Polo,Water Polo Men's Water Polo,Gold
"Joseph Aloysius ""Joe"" Ruddy, Sr.",M,USA,1904,Swimming,Swimming Men's 4 x 50 Yard Freestyle Relay,Gold
"Joseph A. ""Joe"" Ryan",M,USA,1904,Rowing,Rowing Men's Coxless Pairs,Gold
"Daniel Edward ""Ned"" Sawyer",M,USA,1904,Golf,Golf Men's Team,Gold
Frank Reamer Schell,M,USA,1904,Rowing,Rowing Men's Coxed Eights,Gold
Charles Wilhelm Daniel Schlee,M,USA,1904,Cycling,Cycling Men's 5 mile,Gold
"Frederick William ""Fred"" Schule",M,USA,1904,Athletics,Athletics Men's 110 metres Hurdles,Gold
Henry Seiling,M,USA,1904,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
George Herbert Sheldon,M,USA,1904,Diving,Diving Men's Springboard,Gold
Martin Joseph Sheridan,M,USA,1904,Athletics,Athletics Men's Discus Throw,Gold
Clement Eyer Smoot,M,USA,1904,Golf,Golf Men's Team,Gold
"Henry John ""Harry"" Spanjer",M,USA,1904,Boxing,Boxing Men's Lightweight,Gold
"Galen Carter ""G. C."" Spencer",M,USA,1904,Archery,Archery Men's Team Round,Gold
Adolf Spinnler,M,SUI,1904,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",Gold
James J. Steen,M,USA,1904,Water Polo,Water Polo Men's Water Polo,Gold
"Frederick William ""Fred"" Steep",M,CAN,1904,Football,Football Men's Football,Gold
Arthur Martin Stockhoff,M,USA,1904,Rowing,Rowing Men's Coxless Fours,Gold
"Leonora Josephine ""Leonie"" Taylor",F,USA,1904,Archery,Archery Women's Team Round,Gold
"Thomas Sylvester ""Tom"" Taylor",M,CAN,1904,Football,Football Men's Football,Gold
"William Henry ""Will"" Thompson",M,USA,1904,Archery,Archery Men's Team Round,Gold
William Twaits,M,CAN,1904,Football,Football Men's Football,Gold
George Bernard Underwood,M,USA,1904,Athletics,"Athletics Men's 4 mile, Team",Gold
Howard Van Nostrand Valentine,M,USA,1904,Athletics,"Athletics Men's 4 mile, Team",Gold
George W. Van Cleaf,M,USA,1904,Water Polo,Water Polo Men's Water Polo,Gold
Albertson Van Zo Post,M,USA,1904,Fencing,"Fencing Men's Foil, Team",Gold
Albertson Van Zo Post,M,USA,1904,Fencing,"Fencing Men's Single Sticks, Individual",Gold
"William Michael ""Bill"" Varley",M,USA,1904,Rowing,Rowing Men's Double Sculls,Gold
Zoltn Imre dn von Halmay,M,HUN,1904,Swimming,Swimming Men's 50 yard Freestyle,Gold
Zoltn Imre dn von Halmay,M,HUN,1904,Swimming,Swimming Men's 100 yard Freestyle,Gold
"Robert W. Williams, Jr.",M,USA,1904,Archery,Archery Men's Team Round,Gold
Warren Kenneth Wood,M,USA,1904,Golf,Golf Men's Team,Gold
Emily Woodruff (Smiley-),F,USA,1904,Archery,Archery Women's Team Round,Gold
Beals Coleman Wright,M,USA,1904,Tennis,Tennis Men's Singles,Gold
Beals Coleman Wright,M,USA,1904,Tennis,Tennis Men's Doubles,Gold
"Albert ""Al"" Young (Jung-)",M,USA,1904,Boxing,Boxing Men's Welterweight,Gold
Georg Zacharias,M,GER,1904,Swimming,Swimming Men's 440 Yard Breaststroke,Gold
Ioannis Agrimis,M,GRE,1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
Georgios Aliprantis,M,GRE,1906,Gymnastics,Gymnastics Men's Rope Climbing,Gold
Aage Jrgen Christian Andersen,M,DEN,1906,Football,Football Men's Football,Gold
Carl Albert Andersen,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
Vigo Carl Andersen,M,DEN,1906,Football,Football Men's Football,Gold
E. Bellotti,M,ITA,1906,Rowing,Rowing Men's 6-Man Naval Rowing Boats,Gold
George Valentine Bonhag,M,USA,1906,Athletics,"Athletics Men's 1,500 metres Walk",Gold
Wilhelm Heinrich Born,M,GER,1906,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Enrico Bruna,M,ITA,1906,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Gold
Enrico Bruna,M,ITA,1906,Rowing,Rowing Men's Coxed Pairs (1 mile),Gold
Enrico Bruna,M,ITA,1906,Rowing,Rowing Men's Coxed Fours,Gold
Charles von Buchwald,M,DEN,1906,Football,Football Men's Football,Gold
Oskar Wilhelm Bye,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
Conrad Marentius Carlsrud,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
Gustav Casmir,M,GER,1906,Fencing,"Fencing Men's Sabre, Individual, Three Hits",Gold
Gustav Casmir,M,GER,1906,Fencing,"Fencing Men's Sabre, Team",Gold
Giorgio Cesana,M,ITA,1906,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Gold
Giorgio Cesana,M,ITA,1906,Rowing,Rowing Men's Coxed Pairs (1 mile),Gold
Giorgio Cesana,M,ITA,1906,Rowing,Rowing Men's Coxed Fours,Gold
"Charles Meldrum ""Charlie"" Daniels",M,USA,1906,Swimming,Swimming Men's 100 metres Freestyle,Gold
Louis Verrant Gabriel Le Bailly de la Falaise,M,FRA,1906,Fencing,"Fencing Men's epee, Individual",Gold
Louis Verrant Gabriel Le Bailly de la Falaise,M,FRA,1906,Fencing,"Fencing Men's epee, Team",Gold
Cornlie Gilberte Marie Dcugis (Flameng-),F,FRA,1906,Tennis,Tennis Mixed Doubles,Gold
"Maxime Omer Mathieu ""Max"" Omer-Dcugis",M,FRA,1906,Tennis,Tennis Men's Singles,Gold
"Maxime Omer Mathieu ""Max"" Omer-Dcugis",M,FRA,1906,Tennis,Tennis Mixed Doubles,Gold
"Maxime Omer Mathieu ""Max"" Omer-Dcugis",M,FRA,1906,Tennis,Tennis Men's Doubles,Gold
Marcel Carlos Paul Gaston Delaplane (De la Plane-),M,FRA,1906,Rowing,Rowing Men's Single Sculls,Gold
Pierre Georges Louis Gaston d'Hugues,M,FRA,1906,Fencing,"Fencing Men's epee, Team",Gold
Georges Arthur Dillon-Kavanagh du Fertagh,M,FRA,1906,Fencing,"Fencing Men's Foil, Individual",Gold
Georges Arthur Dillon-Kavanagh du Fertagh,M,FRA,1906,Fencing,"Fencing Men's epee, Team",Gold
"Wilhelm ""Willy"" Drr",M,GER,1906,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Andreas Drivas,M,GRE,1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
Jakob Erckrath de Bary,M,GER,1906,Fencing,"Fencing Men's Sabre, Team",Gold
Harald Andreas Eriksen,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
"Raymond Clarence ""Ray"" Ewry",M,USA,1906,Athletics,Athletics Men's Standing High Jump,Gold
"Raymond Clarence ""Ray"" Ewry",M,USA,1906,Athletics,Athletics Men's Standing Long Jump,Gold
Osvald Anathon Thygesen Falch,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
Parmo Karl Ferslev,M,DEN,1906,Football,Football Men's Football,Gold
Kristian Adolf Fjerdingen,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
Emilio Fontanella,M,ITA,1906,Rowing,Rowing Men's Coxed Pairs (1 kilometres),Gold
Emilio Fontanella,M,ITA,1906,Rowing,Rowing Men's Coxed Pairs (1 mile),Gold
Emilio Fontanella,M,ITA,1906,Rowing,Rowing Men's Coxed Fours,Gold
Angelo Fornaciari,M,ITA,1906,Rowing,Rowing Men's 6-Man Naval Rowing Boats,Gold
Jean Fouconnier,M,FRA,1906,Shooting,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",Gold
Holger Frederiksen,M,DEN,1906,Football,Football Men's Football,Gold
Carl Yngvar Fredriksen,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
Nikolaos P. Georgantas,M,GRE,1906,Athletics,Athletics Men's Stone Throw,Gold
Ioannis Georgas,M,GRE,1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
Ioannis Georgiadis,M,GRE,1906,Fencing,"Fencing Men's Sabre, Individual",Gold
Marie Claude Maurice Germot,M,FRA,1906,Tennis,Tennis Men's Doubles,Gold
Fernand Gonder,M,FRA,1906,Athletics,Athletics Men's Pole Vault,Gold
Alfred Grtter,M,SUI,1906,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
Karl Johan Haagensen,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
Andreas Hagelund (Olsen-),M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
"Charles Archibald ""Archie"" Hahn",M,USA,1906,Athletics,Athletics Men's 100 metres,Gold
Henrik Hajs (Guttmann-),M,HUN,1906,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,Gold
Harald Halvorsen,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
Henry Courtenay Hawtrey,M,GBR,1906,Athletics,Athletics Men's 5 mile,Gold
Hjalmar Herup,M,DEN,1906,Football,Football Men's Football,Gold
Peter Hol,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
Carl Eugen Ingebretsen,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
"Venne ""Verner"" Jrvinen",M,FIN,1906,Athletics,"Athletics Men's Discus Throw, Greek Style",Gold
Sren Marinus Jensen,M,DEN,1906,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
Sren Marinus Jensen,M,DEN,1906,Wrestling,"Wrestling Men's All-Around, Greco-Roman",Gold
Per (Peder-) Mathias Jespersen (Olsen-),M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
Ioannis Kaisarefs,M,GRE,1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
Demetrios Kakousis,M,GRE,1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
Carl Kaltenbach,M,GER,1906,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Pavlos Karangonidis,M,GRE,1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
Konstantinos Kefalas,M,GRE,1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
"Gza Kiss (Drippei-, -Klein)",M,HUN,1906,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,Gold
Josef Krmer,M,GER,1906,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Ioannis Lafiotis,M,GRE,1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
"Cornelius ""Con"" Leahy",M,GBR,1906,Athletics,Athletics Men's High Jump,Gold
"Robert Grandison ""Bob"" Leavitt",M,USA,1906,Athletics,Athletics Men's 110 metres Hurdles,Gold
Maurice Marie Lecoq,M,FRA,1906,Shooting,"Shooting Men's Free Pistol, 25 metres",Gold
Eric Otto Valdemar Lemming,M,SWE,1906,Athletics,"Athletics Men's Javelin Throw, Freestyle",Gold
"James Davies ""Jim"" Lightbody",M,USA,1906,Athletics,"Athletics Men's 1,500 metres",Gold
August Ludvig Lindgren,M,DEN,1906,Football,Football Men's Football,Gold
Ioannis Loukas,M,GRE,1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
"Thomas John ""Johnnie"" Matthews",M,GBR,1906,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Gold
Hjalmar Stefanus Mellander,M,SWE,1906,Athletics,Athletics Men's Pentathlon (Ancient),Gold
Gerald Eustace Merlin,M,GBR,1906,Shooting,"Shooting Men's Trap, Single Shot, 16 metres",Gold
Sidney Louis Walter Merlin,M,GBR,1906,Shooting,"Shooting Men's Trap, Double Shot, 14 metres",Gold
Marcel Meyer de Stadelhofen,M,SUI,1906,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
Marcel Meyer de Stadelhofen,M,SUI,1906,Shooting,"Shooting Men's Free Rifle, Any Position, 300 metres",Gold
Isidoros Mikhas,M,GRE,1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
Argos Milonas,M,GRE,1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
Cyril Mohr,M,FRA,1906,Fencing,"Fencing Men's epee, Team",Gold
Lon Ernest Moreaux,M,FRA,1906,Shooting,Shooting Men's Dueling Pistol Au Vise 20 metres,Gold
Lon Ernest Moreaux,M,FRA,1906,Shooting,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",Gold
Mikhail Mouratis,M,GRE,1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
Finn Rasmus Holmsen Mnster,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
Niels Christian Oscar Nielsen (-Nrland),M,DEN,1906,Football,Football Men's Football,Gold
Peter O'Connor,M,GBR,1906,Athletics,Athletics Men's Triple Jump,Gold
Frithjof Olsen,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
Jzsef nody,M,HUN,1906,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay,Gold
Georgios D. Orfanidis,M,GRE,1906,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold
Pierre Edmond Payss,M,FRA,1906,Gymnastics,Gymnastics Men's Individual All-Around,Gold
Pierre Edmond Payss,M,FRA,1906,Gymnastics,"Gymnastics Men's Individual All-Around, 5 Events",Gold
Carl Frederik Pedersen,M,DEN,1906,Football,Football Men's Football,Gold
Carl Alfred Pedersen,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
Jens Peder Villiam Andreas Pedersen,M,DEN,1906,Football,Football Men's Football,Gold
Rasmus Kristian Petersen,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
Thorleif Petersen,M,NOR,1906,Gymnastics,Gymnastics Men's Team All-Around,Gold
Karl August Petri,M,GER,1906,Fencing,"Fencing Men's Sabre, Team",Gold
"William James ""Billy"" Pett",M,GBR,1906,Cycling,Cycling Men's 20 kilometres,Gold
Demetrios Piaditis,M,GRE,1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
Paul Henry Pilgrim,M,USA,1906,Athletics,Athletics Men's 400 metres,Gold
Paul Henry Pilgrim,M,USA,1906,Athletics,Athletics Men's 800 metres,Gold
Ioannis Pilouris,M,GRE,1906,Rowing,Rowing Men's 17-Man Naval Rowing Boats,Gold
Giuseppe Poli,M,ITA,1906,Rowing,Rowing Men's Coxed Fours,Gold
Meyer Prinstein,M,USA,1906,Athletics,Athletics Men's Long Jump,Gold
Henry Andreas Rambusch,M,DEN,1906,Football,Football Men's Football,Gold
Stefan Rasmussen,M,DEN,1906,Football,Football Men's Football,Gold
Jean Reich,M,SUI,1906,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
Louis Marcel Richardet,M,SUI,1906,Shooting,"Shooting Men's Military Revolver, 20 metres",Gold
Louis Marcel Richardet,M,SUI,1906,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
Louis Marcel Richardet,M,SUI,1906,Shooting,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",Gold
